ClassID,Packet,Delay (ms)
3,401,8.216
1,402,9.608
2,403,15.421000000000001
3,402,8.359
1,403,8.449
2,404,15.66
3,403,6.574
1,404,9.124
2,405,16.276
3,404,6.2250000000000005
2,406,16.063
3,405,6.018
1,405,8.786
1,406,9.077
2,407,15.351
3,406,6.179
1,407,8.344
3,407,6.486
2,408,15.262
1,408,8.757
2,409,15.262
3,408,5.846
1,409,8.626
3,409,5.882000000000001
2,410,15.484
3,410,5.472
1,410,8.443
2,411,14.828000000000001
3,411,6.702
1,411,8.554
2,412,13.852
1,412,8.106
2,413,14.790000000000001
3,412,6.341
2,414,17.215
3,413,8.206
1,413,8.927
1,414,8.927
3,414,6.742
2,415,15.959
1,415,8.961
3,415,6.479
2,416,15.287
3,416,6.968
2,417,15.784
1,416,8.237
1,417,9.683
2,418,16.195
3,417,7.4830000000000005
1,418,9.824
2,419,16.316
3,418,8.205
1,419,9.469
3,419,6.511
2,420,16.538
1,420,9.446
3,420,6.73
2,421,16.826
1,421,9.734
3,421,7.041
2,422,15.602
1,422,9.734
2,423,15.857000000000001
3,422,7.602
3,423,6.769
2,424,15.564
1,423,9.185
2,425,16.023
3,424,6.3790000000000004
1,424,9.549
2,426,15.905000000000001
3,425,7.002
1,425,8.593
2,427,15.925
3,426,6.492
1,426,8.376
1,427,8.025
2,428,16.003
3,427,7.191
1,428,8.025
3,428,6.368
2,429,16.492
1,429,8.044
2,430,15.483
3,429,6.165
1,430,9.681000000000001
2,431,15.811
3,430,7.001
3,431,6.509
1,431,9.443
2,432,15.489
1,432,9.443
2,433,15.653
3,432,6.415
1,433,9.196
2,434,17.066
3,433,7.436
1,434,8.605
2,435,16.133
3,434,6.332
1,435,9.05
2,436,15.629
3,435,6.297
1,436,9.472
2,437,16.7
3,436,7.073
1,437,10.023
2,438,16.101
3,437,6.2330000000000005
1,438,9.721
2,439,17.91
3,438,6.813
1,439,9.792
2,440,16.05
3,439,7.352
1,440,10.897
2,441,16.183
3,440,7.58
2,442,16.721
1,441,10.335
3,441,7.706
1,442,10.57
2,443,17.125
3,442,8.535
1,443,11.127
2,444,17.451
3,443,8.325
1,444,10.813
2,445,17.995
3,444,8.548
2,446,17.995
3,445,8.207
1,445,10.91
1,446,11.204
2,447,17.343
3,446,7.913
3,447,7.913
1,447,11.285
2,448,17.447
1,448,10.627
2,449,17.466
3,448,8.48
1,449,11.344
2,450,17.787
3,449,9.698
1,450,10.934000000000001
2,451,17.487000000000002
3,450,8.193
1,451,11.101
2,452,17.426000000000002
3,451,8.531
1,452,11.022
3,452,8.531
2,453,17.333000000000002
1,453,11.593
3,453,8.487
2,454,17.447
1,454,12.494
3,454,8.746
2,455,17.566
1,455,12.914
3,455,9.431000000000001
2,456,18.027
1,456,13.355
3,456,9.568
2,457,17.712
1,457,14.022
2,458,17.688
3,457,9.566
1,458,13.184000000000001
2,459,17.688
3,458,9.566
1,459,13.417
2,460,17.756
3,459,9.08
1,460,13.492
2,461,17.811
3,460,9.36
1,461,13.894
2,462,18.426000000000002
3,461,8.8
1,462,11.783
2,463,18.949
3,462,9.039
1,463,12.491
3,463,9.039
2,464,18.949
1,464,11.844
3,464,8.887
2,465,17.973
1,465,13.079
3,465,9.014
2,466,18.703
1,466,13.833
3,466,11.311
2,467,18.489
1,467,13.833
3,467,13.528
2,468,19.545
1,468,17.986
3,468,0.021
2,469,7.522
1,469,2.41
3,469,0.07100000000000001
2,470,7.522
1,470,1.931
3,470,0.229
2,471,3.551
1,471,1.931
3,471,1.135
2,472,5.863
1,472,2.094
3,472,1.135
2,473,5.863
1,473,2.094
3,473,2.741
2,474,5.863
1,474,5.37
3,474,2.741
2,475,7.513
1,475,7.931
3,475,7.104
2,476,9.069
3,476,9.232
1,476,10.949
2,477,12.116
1,477,11.74
3,477,11.204
2,478,14.35
1,478,12.108
3,478,11.323
2,479,17.457
3,479,13.865
1,479,13.343
2,480,17.526
3,480,0.008
1,480,12.939
2,481,19.133
3,481,0.47500000000000003
2,482,17.694
1,481,13.022
3,482,0.051000000000000004
2,483,18.05
1,482,11.078
2,484,17.967
3,483,0.052000000000000005
1,483,10.868
1,484,11.328
3,484,0.058
2,485,18.976
2,486,18.801000000000002
3,485,0.063
1,485,10.198
2,487,19.133
1,486,9.698
3,486,0.661
3,487,0.05
2,488,20.009
1,487,8.855
3,488,0.146
2,489,15.218
1,488,8.914
2,490,16.842
3,489,1.1280000000000001
1,489,7.767
2,491,16.354
3,490,0.405
1,490,8.562
2,492,15.376
3,491,0.421
1,491,8.466
3,492,1.159
2,493,15.747
1,492,8.624
2,494,16.342
3,493,1.445
1,493,8.966
2,495,16.425
3,494,0.6910000000000001
1,494,8.89
2,496,16.935
3,495,0.355
1,495,8.797
3,496,0.021
2,497,16.652
1,496,9.466000000000001
2,498,16.652
3,497,0.039
1,497,8.974
3,498,0.02
2,499,16.284
1,498,7.716
3,499,0.882
2,500,15.671000000000001
1,499,7.728
3,500,0.853
2,501,14.421000000000001
1,500,6.845
3,501,0.62
2,502,14.378
1,501,6.901
3,502,0.493
2,503,14.378
1,502,6.783
3,503,0.8140000000000001
2,504,14.292
1,503,6.589
3,504,1.241
2,505,13.789
1,504,6.627
3,505,1.425
2,506,13.376
1,505,7.773000000000001
2,507,14.298
3,506,1.3760000000000001
1,506,8.193
3,507,1.176
2,508,14.691
1,507,7.9270000000000005
3,508,1.547
2,509,14.935
1,508,8.291
3,509,1.333
1,509,8.437
2,510,14.764000000000001
3,510,1.2510000000000001
1,510,8.518
2,511,15.219000000000001
3,511,1.135
2,512,14.885
1,511,8.887
1,512,8.86
3,512,1.002
2,513,14.322000000000001
3,513,0.404
1,513,8.173
2,514,14.449
3,514,0.654
1,514,7.806
2,515,14.583
3,515,0.602
1,515,7.243
2,516,13.431000000000001
3,516,0.918
1,516,7.158
2,517,13.431000000000001
2,518,13.213000000000001
1,517,8.89
3,517,1.362
2,519,13.104000000000001
3,518,0.075
1,518,8.327
2,520,13.585
3,519,1.879
1,519,8.069
2,521,14.558
3,520,0.44
1,520,8.511000000000001
1,521,7.067
3,521,1.186
2,522,14.405000000000001
2,523,15.019
1,522,8.305
3,522,1.466
3,523,0.054
1,523,10.552
2,524,14.689
1,524,7.658
2,525,14.417
3,524,0.057
3,525,0.064
1,525,7.813
2,526,14.445
2,527,12.331
3,526,0.93
1,526,6.832
2,528,13.293000000000001
1,527,5.839
3,527,0.6890000000000001
1,528,5.928
2,529,12.043000000000001
3,528,0.138
1,529,5.91
3,529,0.053
2,530,13.922
2,531,15.214
3,530,0.441
1,530,6.046
1,531,6.046
2,532,12.472
3,531,0.057
2,533,12.141
1,532,3.008
3,532,0.444
1,533,4.884
2,534,11.111
3,533,1.925
1,534,4.814
2,535,11.509
3,534,1.542
3,535,0.977
1,535,5.304
2,536,12.019
1,536,5.304
2,537,11.98
3,536,1.485
1,537,4.17
2,538,11.678
3,537,0.965
1,538,5.2010000000000005
2,539,10.172
3,538,1.23
3,539,0.022
1,539,5.099
2,540,11.56
3,540,1.957
2,541,11.741
1,540,4.96
3,541,2.531
2,542,11.076
